Title,Artist,Tags,Cover
You Are My Sunshine,Johnny Cash,,https://i.scdn.co/image/ab67616d0000b273b905a2b99e3510c2fd7d07c2
You Belong With Me,Taylor Swift,"Country, Pop, Classic",https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de
You Can Call Me Al,Paul Simon,80s,https://i.scdn.co/image/ab67616d0000b2736cdb6a54108ae5653f79b923
You Can Close Your Eyes,James Taylor,,https://i.scdn.co/image/ab67616d0000b2731dcc2476bfef39515e3b473a
You Can Leave Yourhat On,Joe Cocker,,https://i.scdn.co/image/ab67616d0000b2733f717e644cddcd7bc55c9885
You Can Neverhold Back Spring,Tom Waits,,https://i.scdn.co/image/ab67616d0000b27359237cc9e74983afdbdde78e
You Can'thurry Love,The Supremes,Soul,https://i.scdn.co/image/ab67616d0000b273a16ea5e673cc4c6e8f91d5ca
You Gotta Be,Des'ree,,https://i.scdn.co/image/ab67616d00001e02b377dfe19197193c621ed7aa
You Keep Mehanging On,Vanilla Fudge,,https://i.scdn.co/image/ab67616d0000b273bed31a996247292940f122a3
You Learn,Alanis Morissette,"Pop, 90s",https://i.scdn.co/image/ab67616d0000b273242e643ea07118ecf677a6ef
You Make My Dreams,Hall & Oates,,https://i.scdn.co/image/ab67616d0000b273fe1a9aa59e3c6189a09ae37a
You Oughta Know,Alanis Morissette,"Pop, 90s",https://i.scdn.co/image/ab67616d0000b273242e643ea07118ecf677a6ef
You Shook Me All Night Long,AC/DC,90s,https://i.scdn.co/image/ab67616d0000b2730b51f8d91f3a21e8426361ae
You Were Meant For Me,Jewel,90s,https://i.scdn.co/image/ab67616d0000b273c9b83d0f8a38ab1a0fd85d20
You Were On My Mind,Lucius,,https://i.scdn.co/image/ab67616d0000b27372072ffce9bd372ab74663a2
You'll Be Back,Hamilton,Showtunes,https://i.scdn.co/image/ab67616d0000b273d72fb5571087bca0a2fed008
You're Still The One,Shania Twain,"Country, 90s",https://i.scdn.co/image/ab67616d00001e02aaf012d56b8c72658da6c45f
You're The One That I Want,John Travolta,Showtunes,https://i.scdn.co/image/ab67616d00001e02b68df485f3304211904548a8
You're Welcome,Moana,,https://i.scdn.co/image/ab67616d00001e023505183cc0e24d2f7560174a
You've Got Tohide Your Love Away,The Beatles,,https://i.scdn.co/image/ab67616d00001e02e3e3b64cea45265469d4cafa
Your Cheatin’heart,Hank Williams,Country,https://i.scdn.co/image/ab67616d0000b273058ec9749ace1aa96ab57829
Zombie,The Cranberries,90s,https://i.scdn.co/image/ab67616d0000b273f9b3ece3271d3a5fa73d3759
